place_name,address,lat,lon,tags,description,category_clean,governorateId
Nile Panorama,"Tourist Port, Luxor, EG",25.7100475,32.6393301,"restaurant, river_view, tourist_hotspot","Nile Panorama is a restaurant located on the Tourist Port in Luxor, offering a tranquil riverside setting with panoramic Nile views. Guests note its friendly staff, calm atmosphere, and varied buffet options, though some dishes may be overcooked.",food_drink,3
Nubian House,"حي منشية النوبة، Abu Simbel, Aswan Governorate 1211517, Египет",25.6984302,32.6307716,"cozy, hidden_gem, tourist_hotspot","Have you ever dreamed of finding yourself in a place where time seems to slow down, and an atmosphere of ancient hospitality reigns? Kabara Nubian House is exactly that kind of place. Located in the colorful city of Abu Simbel, which graces sunny Egypt, this establishment is a traditional Nubian house that harmoniously combines the functions of a cozy inn and an authentic restaurant.",food_drink,1
Tut Ankh Amoun,"Cairo, Egypt",25.7027158,32.6337101,"cozy, instagrammable, local_favorite, restaurant","Tut Ankh Amoun is a Palestinian-themed restaurant in Cairo that serves authentic Gazan dishes, grills, and Mandi cooked on firewood. The venue offers a taste of Palestine through traditional Palestinian spices, coffee, nuts, and condiments, creating a cultural dining experience. Its menu reflects the rich culinary heritage of Palestine, presented in a cozy and welcoming setting.",food_drink,9
El Waha,West Bank of Luxor,25.7039702,32.633435,"cozy, local_favorite, restaurant","Welcome to El-Waha Restaurant, the best Egyptian culinary experience on the west bank of Luxor. Located at the heart of the stunning Nile River Valley, our restaurant offers a true taste of Egyptian cuisine, combining traditional recipes with a modern twist. At El-Waha, we take pride in serving authentic Egyptian dishes made from the freshest locally sourced ingredients.",food_drink,3
Abu Aya,"Damanhour Shobra, Shubra El Kheima 1, Al-Qalyubia Governorate 6210315, Egypt",25.6973613,32.6292839,"cozy, family_friendly, restaurant","A visit to Abu El-Hana Restaurant is, above all, an opportunity to embark on a small culinary journey. The menu features dishes rarely found in traditional Egyptian eateries, particularly exquisite Japanese cuisine selections. This makes the restaurant an attractive spot for foodies in Shubra El-Kheima looking to diversify their palate with unique flavor combinations.",food_drink,14
Nile Panorama,"Tourist Port, Luxor, EG",25.7048684,32.634068,"cozy, quiet_place, river_view",Perfect Location on the nile. Atmosphere is very positive and high calmness.,food_drink,3
Shisha,,25.7047777,32.6335215,"cafe, cozy, local_favorite","Becky Anderson meets Egyptian entrepreneur Amr El Fiky who has opened a Shisha Cafe. Shisha in Downtown Cairo. Shisha is good to smoke alone, or with company and forms the basis of Egyptian social life. Shisha cafes are everywhere in Egypt and are especially prevalent where there is a view, such as along the sea front or besides the River Nile.",food_drink,9
Little Nile Beach,"Nile City Towers 2005 B, Corniche El Nil, Ramlet Beaulac 2466, Cairo, Egypt",25.6987359,32.6309414,"river_view, scenic, tourist_hotspot","Little Nile Beach is a waterfront spot in Zamalek, Cairo, Egypt, offering scenic views of the Nile River. The location provides access to several riverside dining venues such as Crimson, The Cooq, River Bank Cairo, and Pier 88, where visitors can enjoy a variety of cuisines. It serves as a popular spot for tourists seeking a relaxing riverside experience.",food_drink,9
Al Moez,"4 Saray El Gezirah St., Zamalek, Cairo Inside Le Pacha 1901 Boat",25.7053268,32.633258,"historical_site, landmark, restaurant","Al Moez is listed as an Egyptian restaurant in the directory, located at 4 Saray El Gezirah St., Zamalek, Cairo inside Le Pacha 1901 Boat. The venue provides phone contact and a website for further information.",food_drink,9
Le Gourmet,"Taha Hussein Street, Zamalek, Cairo, EG",25.7018382,32.6318434,"cozy, local_favorite, luxury","Le Gourmet is a retail gourmet store located on Taha Hussein Street in Zamalek, Cairo, Egypt. It offers food and beverage products, organic items, and operates multiple locations across Egypt, emphasizing premium quality and consistency for over 20 years.",food_drink,9
Jamba Juice,"Kanat Al Suez, Egypt",25.703025,32.6338275,"budget_friendly, cafe, local_favorite","Guava, sugarcane, mango, pomegranate, avocado, kiwi, date, strawberry, watermelon. These are just a few of the juices and smoothies available at juice shops all over Egypt, always fresh and very affordable at less than $2 USD a glass (many times only $0.50 USD, depending on what you get and the size). Come check out a local juice shop in downtown Cairo with me and experience the local juice shops for yourself.",food_drink,9
Villa Sunrise Guest House,"Ramla Street, Gezirat Albairat, West Bank, Luxor 85111 Egypt",25.701982,32.6332436,"adventure, family_friendly, nature, river_view","Villa Sunrise Luxor is a family‑friendly guest house situated on the West Bank of the Nile in Luxor, offering free Wi‑Fi, air‑conditioning, a washing machine and a fully equipped kitchen. The property features a terrace, dining area and easy access to canoeing, horse riding and other outdoor activities. Guests can explore nearby attractions such as Banana Island, Luxor Art Gallery and Luxor Temple within a short walk or drive.",activities,3
West Bank Nile Palace,"14 Ramla West Bank, on the Westbank in Luxor",25.7018243,32.6330784,"local_favorite, restaurant, rooftop, scenic, tourist_hotspot","Nile Palace restaurant location 14 Open until 12:00 AM Ramla West Bank, on the Westbank in Luxor, with a magnificent view. It is located in the heart of the West Bank in Luxor, offering authentic Egyptian cuisine. The venue features a rooftop setting and is popular among locals and tourists.",food_drink,3
Rose of Al-Jorf,"X4VF+V38, Cairo – Alexandria Desert Rd, Kafr Nassar, Al Haram, Giza Governorate 3513203, Egypt",25.6930668,32.6221601,"fine_dining, luxury, restaurant","At the heart of Nahr is an ambitious and beautifully executed menu that bridges the culinary traditions of Greece and Egypt. By pairing refined Greek Mediterranean techniques with the finest local components, the kitchen creates a sophisticated, modern gastronomy that is both innovative and grounded in tradition. Cuisine: Greek Mediterranean cuisine with Egyptian fusion.",food_drink,9
Paris Restaurant,,25.7182511,32.614708,"historical_site, restaurant, tourist_hotspot","Close to the Colossi of Memnon, the restaurant proved to be the perfect place to take a break from the sightseeing and stop for lunch. There are a variety of",food_drink,3
Al Mina,Ismailia Mina Ismailia Free Zone,25.7099505,32.6389164,"fine_dining, luxury, restaurant","In spring 2021, Mina arrived at his now-closed flagship restaurant Estiatorio Ornos, fresh off a plane from Egypt where he had spent a few weeks traveling the country. The FiDi restaurant (the location of the flagship Michael Mina restaurant until its 2020 closure) served Greek cuisine, but when he arrived at the restaurant that day, he unpacked spices and photos from his trip like a kid unwrapping Christmas presents.",food_drink,5
Sunset,,25.7020095,32.6311802,"fine_dining, instagrammable, river_view, romantic","Sunset by the Nile offers dinner by the Nile — an unforgettable evening dining experience with stunning river views, peaceful breeze, and the magical atmosphere of. The riverside setting provides a memorable ambience for guests.",food_drink,3
Arabia Cafeteria,"25.6818977, 32.635722, Egypt",25.6818977,32.635722,"cafe, cozy, restaurant","The Egyptian food industry is one of the oldest in the country's economy and is distinguished by its substantial private ownership. This industry includes restaurants, cafeterias, cafés, fast‑food outlets, delis, food manufacturing operations, catering companies, food transportation services, and more.",food_drink,9
Assad younan,"14 ABRAG BADR,MAADI Maadi ELBALADY ASWAN",25.7007188,32.6490672,"budget_friendly, cozy, local_favorite, restaurant","The venue is a restaurant situated in Aswan, Egypt. It is listed among various dining options in the directory. The address provided details a location in the Maadi area of Aswan.",food_drink,1
Karnak Stuff,"Cairo, Egypt",25.7185463,32.6523407,"cafe, cinema, tourist_hotspot","Karnak Café (Al-Karnak, Arabic: الكرنك) is a novella written in 1974 by Egyptian writer Naguib Mahfouz, winner of the Nobel Prize in Literature in 1988. The novel was made into a film of the same name ""Karnak (film)"") in 1975. Set against the discussions between the patrons of a café in Cairo, the Karnak Café, the book follows the stories of three individuals during the 1960s, including the Six-Day War (1967) and the War of Attrition (1967–70). It therein explores some of the political currents vying for control over Egyptian politics in the 1960s as well as political persecution, the deep state, and state violence.",culture,9
Ghoreya Cafe,"20 Asmaa Zaghloul St., Off El Tayaran St., Nasr city, Cairo Behind Sonesta Hotel, Tower & Casino Cairo",25.7150666,32.6493268,"cafe, cozy, restaurant","The Location Restaurant & Cafe is a café and restaurant located at 20 Asmaa Zaghloul Street, off El Tayaran Street in Nasr City, Cairo, behind the Sonesta Hotel, Tower & Casino. It offers a mix of coffee, international cuisine and light meals in a relaxed setting. The venue operates from two locations and is listed under categories such as Cafes and Coffee Shops, International Cuisine Restaurants, and Restaurants Eat Out. Visitors can find directions, contact details, and customer reviews on local directories.",food_drink,9
El Karnak,"84 Hosny St., El sharabeya, Cairo In Front Of Koshary El Nasr Restaurant",25.7217086,32.6537935,"cozy, local_favorite, restaurant","El Karnak Restaurant is an Egyptian eatery located on Hosny Street in the El Sharabeya district of Cairo, situated opposite the Koshary El Nasr Restaurant. It offers oriental cuisine and serves as a local dining spot for residents and visitors seeking traditional meals. The venue provides a straightforward, accessible setting for enjoying authentic Egyptian dishes.",food_drink,9
Olives,"Head Office: Hehya city, Zagazig, Sharkia, Egypt",25.7297564,32.6566663,"budget_friendly, local_favorite, restaurant","We Have an Excellent Experience in Producing & Manufacturing : ( Olives - Peppers - Artichokes - Gherkins - Mix Vegetables ). Our Story Started in 2008 By Exporting our goods to Arab Countries, Now We Exporting our goods to more than 30 countries : European Union - USA - Russia - Australia... Our Goal is to Achieve Maximum Satisfaction for our Clients, Offering them our Products with High Quality , Reaching New Markets and Looking for New Business Opportunities. The company is located in El Nubarya City, Alexandria, Egypt.",food_drink,4
Genesis,"King Khufu Center, Giza, Egypt",25.7286603,32.6584963,"luxury, scenic, tourist_hotspot","Genesis is a brand with international presence, including an Egyptian location. The Egyptian site is located in Giza near the King Khufu Center overlooking the pyramids. The listing includes multiple global addresses but focuses on the Egyptian market.",activities,10
Gerda's Garden,"Ali Ibn Abi Taleb Street, Luxor, Egypt",25.7292676,32.6589823,"river_view, romantic","Gerda's Garden is a very beautiful and romantic outdoor restaurant on the bank of the Nile River in Luxor. The Egyptian dishes served there are brightly colored. It is located on Ali Ibn Abi Taleb Street and is open daily from 11:00 AM to 11:00 PM, except for Monday when it is closed.",food_drink,3
